,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant
HDAC10,194.6381364156192,-0.7995568321601335,0.251242034223509,-3.182416647083962,0.0014605154824041146,0.010480402307800955,True
OGT,1889.6815259461255,0.5919761623901875,0.18601007753948828,3.1824951111292137,0.0014601198079787045,0.010480402307800955,True
TP53I13,587.425722796264,-0.8894729767956019,0.27949432355000836,-3.1824366430699746,0.0014604146382995859,0.010480402307800955,True
MAGED1,1801.2620150213922,-0.34289866510687317,0.10775505319624964,-3.1822049633474414,0.001461583443150834,0.010482829627710874,True
SLC24A1,162.08813832120333,0.5158770434795897,0.16213242527006938,3.181825243286629,0.001463500963645593,0.010491344732401492,True
RAC2,1103.437975138097,0.46847422126650945,0.14725303507244586,3.181423194680018,0.0014655337661126835,0.010500677348615865,True
SKP2,291.38656394341865,-0.46320796928821906,0.14569486664533618,-3.1793019201960107,0.0014763023146889009,0.010572561840887711,True
UGCG,285.04228404560115,0.9715117516949945,0.3056045834265162,3.178982922317977,0.0014779279844141361,0.010573662063791574,True
RNH1,2077.2444512382317,-0.6499899891828268,0.20446397922782286,-3.1789951053362753,0.0014778658673093314,0.010573662063791574,True
LOC728024,8.854677912093583,0.5946165633532537,0.1870574278652878,3.1787915087845415,0.0014789042534107896,0.01057538004206043,True
SRSF12,20.913769804617555,0.7489770355378325,0.23563420317776676,3.178558228971498,0.0014800948569500144,0.010578628216390003,True
RIN1,331.7372251318238,-0.5825664391765404,0.18331568556674604,-3.1779410331170235,0.0014832491356133576,0.010595901085142464,True
SRGAP1,498.889083155365,0.40592781266529854,0.12775905435197366,3.1772919322569146,0.0014865731515275888,0.010614368735012595,True
ZCCHC2,290.8262153981427,0.453780933387224,0.14285773571284194,3.176453351461262,0.0014908776470911559,0.010639815339349998,True
FMNL2,964.0926639340536,0.5009991462161967,0.15775683822544415,3.1757681749442663,0.0014944032290916728,0.010640729513038084,True
ZNF12,299.7639759828018,0.4287591388720723,0.1350121084730475,3.1757087843544456,0.0014947091853898687,0.010640729513038084,True
DOCK5,1444.694453909687,0.46117139498973764,0.14521092651592488,3.175872546610067,0.001493865688279505,0.010640729513038084,True
ZNF562,292.87429403741197,0.501459643675173,0.1579015635250167,3.175773769939432,0.0014943744089135984,0.010640729513038084,True
EPN1,1894.561904676252,-0.7909371457013737,0.24903154228517368,-3.176052071330174,0.0014929415067069208,0.010640729513038084,True
LAG3,10.814272613501158,-1.0538611618366482,0.3318679884741526,-3.175543283587076,0.0014955620829224703,0.01064152792633195,True
JMY,179.40334173419998,0.5961205822888982,0.18774995421523547,3.1750771113664777,0.0014979668822068767,0.010653362489992074,True
TMEM109,1051.2499896831134,-0.43988752423710037,0.13860229994876583,-3.173738995671098,0.0015048894985695773,0.01069200916738405,True
PART1,31.434357106124253,-0.7407430930605587,0.23339337139569208,-3.1737966191195404,0.001504590782818529,0.01069200916738405,True
CHD1,730.0584619168886,0.375210219760547,0.118235293049315,3.173419797792947,0.0015065451868641736,0.01069848153954064,True
CLN3,603.5909830938944,-0.6381589036031358,0.20112871821146025,-3.1728880354728664,0.0015093071797731442,0.0107127998738246,True
MPG,730.7976200750636,-0.7142754838005265,0.22515176537118944,-3.1724178694444545,0.0015117531240037185,0.010724861915771565,True
KIAA0355,440.92656936082125,0.42756576616786146,0.13479583707837833,3.171950821591391,0.001514186461305265,0.010726234074512543,True
CDH2,351.7061167296369,0.7748781955488199,0.24428446018210853,3.1720322896150077,0.0015137617501473502,0.010726234074512543,True
ZNF19,39.84921573317353,0.5477741132654574,0.17269185718751287,3.171974186777501,0.0015140646421021322,0.010726234074512543,True
TCF3,1058.6354421316043,-0.30888223892465605,0.09738909668780706,-3.1716305975690147,0.0015158569251749925,0.010731067449863256,True
TRIM16L,1948.419036110584,0.29477616981181504,0.09294435992751716,3.171533700825922,0.0015163627261048594,0.010731067449863256,True
C19orf24,369.55809245098067,-1.0471762567302358,0.3302309742228826,-3.171041902397277,0.0015189323113764704,0.010743959421582655,True
EXOSC5,454.59658201436986,-0.5491928129185248,0.17321974907069249,-3.1704976820766233,0.001521780469142729,0.010753213965346543,True
LATS1,257.83961029804135,0.6285372796354824,0.1982523185886707,3.170390561431753,0.001522341660354007,0.010753213965346543,True
IDH3B,1275.98706435083,-0.5030738362964646,0.15868020186730472,-3.1703629714131374,0.0015224862317635298,0.010753213965346543,True
DEF8,906.0775748514541,-0.49726347279397104,0.15687641979349226,-3.1697783098859267,0.0015255528271044235,0.010769578336207444,True
SLU7,801.7531623138246,0.3583374359367005,0.1130842811504595,3.1687643259625955,0.0015308847450909552,0.010801357013463644,True
SNAPC3,359.62705938292083,0.26491816058491024,0.08360635904338361,3.168636496267507,0.001531558139804082,0.010801357013463644,True
DDHD2,784.4866033714865,0.42274164097447703,0.13343040417393412,3.1682557179652195,0.0015335656608634312,0.010810208186439673,True
ASTN2,59.62369009978098,-0.44744260422611,0.14125327141204935,-3.1676618867174904,0.0015367012669289149,0.010826998725208823,True
GCDH,152.05444122851074,-0.5289604602767755,0.16701579804011688,-3.1671282985440703,0.0015395238070980489,0.010839307340583693,True
MRPL54,241.0495561971836,-0.4893787175362964,0.15452211642302807,-3.167046432347243,0.001539957279836511,0.010839307340583693,True
RGS9BP,9.478670209571845,-0.9212543133860757,0.2909278905708061,-3.1666070639654285,0.001542285609419468,0.010847568381021468,True
RAB11B,837.0871879376203,-0.5329622645048833,0.16832496034203062,-3.166269954390139,0.0015440742400221255,0.010847568381021468,True
LRRC14,479.2150310768228,-0.5110908378704867,0.16141555975101216,-3.166304652778568,0.001543890049710524,0.010847568381021468,True
ALDH3B2,41.18152646060376,-0.9014077104332152,0.2846920366977422,-3.166255441806546,0.001544151283529786,0.010847568381021468,True
UBE2T,598.9724784351756,-0.6266577461776591,0.19793598793470252,-3.165961646067053,0.0015457117296986728,0.010853223220357347,True
B4GALT7,455.89271621274975,-0.622234366228417,0.19662087731354083,-3.1646403715113784,0.0015527474226586138,0.010886661529484453,True
GTF2H1,684.216588016375,0.35162801302181923,0.11110207935854365,3.1649093793020837,0.0015513125888790436,0.010886661529484453,True
RPS6KB2,643.0019214886289,-0.6643880008122213,0.20993597874120248,-3.164717190430909,0.0015523375612834975,0.010886661529484453,True
CCDC106,197.3037030314616,-0.48449785557253494,0.1531044039181087,-3.1644932684737106,0.0015535325576237545,0.010886853035523345,True
SYNGR1,127.5055833796657,-0.5402733803995622,0.1707529914294302,-3.164063925772273,0.0015558261851442807,0.010897610422127127,True
KAT2A,1252.3388945444754,-0.49961098036084184,0.1579097456351703,-3.1639021287205877,0.0015566913433788195,0.010898356646676472,True
CCDC90B,529.3504307316307,0.4006249326325867,0.126636983959714,3.163569757473332,0.0015584699827767107,0.01090549428766207,True
ZNF319,313.0822784052861,0.33236819418182295,0.10507664100234511,3.1631025793297405,0.001560973186800493,0.010912379952105053,True
TRMT13,128.1915265607595,0.5340286278952229,0.16882469417407028,3.163213951062167,0.001560376106045329,0.010912379952105053,True
CCHCR1,387.89725424122804,-0.6361140017611706,0.20111536529402252,-3.162930892083743,0.0015618940403274316,0.010913506703961032,True
SCAF1,1474.942944902263,-0.5961257691167828,0.18850436429699666,-3.1623977054322268,0.0015647570046772408,0.010928195979189714,True
DPH1,234.10495433767667,-0.22046487038747903,0.06972085912521932,-3.162107770237341,0.0015663158493024608,0.01093217188901185,True
ZNF789,49.20475870592294,-0.6128386978611208,0.19382175717190864,-3.161867412632981,0.0015676092225646952,0.01093217188901185,True
H2AFY,2764.9265876998084,-0.24663391930882367,0.07800144443503673,-3.1619147708762236,0.0015673543083220324,0.01093217188901185,True
GOPC,811.2688432917475,0.46034633096747357,0.14563842530010868,3.16088511681491,0.0015729052212414352,0.0109637828279255,True
GPC1,2505.4048276751687,-0.5460685411163836,0.1727801809287194,-3.1604813595007433,0.001575086831887324,0.010973665095486565,True
TEKT4P2,50.52276560574607,-1.271467883619531,0.4023511441529664,-3.160095111190097,0.0015771764436567403,0.01098289713503283,True
PRRT3-AS1,41.273014220192216,-1.0066492705716903,0.31860049566720394,-3.159597314698442,0.0015798732980049886,0.01098567935014634,True
AACS,726.6705028631321,-0.4290474626196238,0.13578381940417258,-3.1597834300309815,0.0015788645059956507,0.01098567935014634,True
AGR2,1693.487611398451,-0.8698940664544332,0.27532575138313414,-3.1595085533569205,0.0015803546158102912,0.01098567935014634,True
MYPOP,135.15840657254117,-0.5468756799182584,0.17309167282660465,-3.1594568992703276,0.0015806347777218772,0.01098567935014634,True
ZNF772,61.54998736243547,0.602873766136778,0.19084783729512275,3.1589237514099135,0.0015835291428722045,0.01099515691952735,True
ALKBH8,138.28542238778863,0.519120661601132,0.1643291553075545,3.1590295746945105,0.0015829542591902182,0.01099515691952735,True
SAMD8,476.64490567518595,0.45056944936030124,0.14264202393904013,3.158742682681352,0.0015845132423301087,0.010996674994837845,True
TGS1,324.0860481457166,0.28613036776326467,0.09062695595524894,3.157232467396943,0.0015927431453436082,0.011037794513268827,True
WASH7P,58.31947899249662,-1.0939605885199128,0.3464671767280712,-3.157472516880064,0.0015914323732200944,0.011037794513268827,True
ZCCHC7,268.6803283661131,0.4265928731447064,0.13511468862951762,3.1572649685365994,0.0015925656171651393,0.011037794513268827,True
PACSIN3,571.3507750936797,-0.550104592790423,0.1742739249598761,-3.156551348212741,0.0015964677580173994,0.011047618406395935,True
GTSE1,405.34323279792204,-0.7033205148800119,0.22279870761541534,-3.1567531176798864,0.0015953635726968342,0.011047618406395935,True
DPYD,82.49908313951929,0.5868206836044131,0.1859025653877388,3.1566034733327935,0.00159618243542722,0.011047618406395935,True
GUK1,2127.7999602834493,-0.8288801362524129,0.2626022999764765,-3.1564085170871032,0.0015972498279341475,0.01104770872802213,True
PCGF5,369.3105354303283,0.3840379610645551,0.12168960382182402,3.155881431143924,0.0016001389330843035,0.011061028660006684,True
MCTP1,123.96902409403623,0.6882199350459617,0.21808260739553093,3.1557763512876313,0.0016007154798937696,0.011061028660006684,True
ELK4,477.59361871467047,0.5208146158003565,0.1650933190024321,3.1546680322822995,0.001606808204079033,0.01109779166336509,True
CLIP1,1680.6632116796313,0.5506944444196112,0.17459017510107055,3.154212109019384,0.001609320726400434,0.01110980372679896,True
CX3CL1,301.3797275843409,1.0339178084675962,0.32780451456834714,3.1540682404238964,0.0016101143141860846,0.011109943437846923,True
YES1,828.8481283247132,0.4982884981300424,0.15799509736212963,3.1538225327837215,0.0016114704851940141,0.011113963029427368,True
BOP1,326.39242647747056,-0.9662133821969463,0.30641494282782467,-3.1532841488734573,0.0016144457448430988,0.011129040824247415,True
FAM229B,66.811404376443,-0.586471459672039,0.18600387094582224,-3.1530067449126467,0.001615980729457059,0.011129040824247415,True
SNHG10,87.61430608853301,-0.6014929535264355,0.19076334678330656,-3.1530845084705303,0.001615550297833754,0.011129040824247415,True
NXF1,685.2117625931967,-0.23622177973447891,0.07493011466746397,-3.152561300390626,0.001618448358736863,0.01114069435630751,True
SFN,6896.434633713995,-0.6754030978883809,0.21426409258502133,-3.1521991843797936,0.0016204569281467554,0.011149178270956076,True
ARMC5,198.268706172368,-0.7562344117638989,0.24000930478138285,-3.150854557296142,0.001627935340399728,0.011195270033596215,True
RRP9,384.45181509593675,-0.6517440839800532,0.20687902504752476,-3.1503632803293278,0.001630675588635865,0.01120874904609705,True
ZNF525,86.28313249680977,0.6696223097841537,0.21258307804105162,3.1499323274209243,0.0016330828553158267,0.011219927450725569,True
TREX2,12.785619487709507,-0.9022148598747761,0.2864380061280647,-3.1497735655630885,0.0016339705097117524,0.011220659819559768,True
MOXD1,74.36178093603421,0.6264867492328478,0.1990455939348078,3.147453489666479,0.0016469930568656583,0.011304683351615885,True
SLC15A3,44.72229697192498,1.3969445064858104,0.4438884103947703,3.1470623557020643,0.0016491978696703481,0.011314410981702112,True
KCMF1,991.8555968395983,0.19538304567867532,0.06211109406588393,3.1457028509500096,0.0016568825082685895,0.011358055890296691,True
NDUFB1,702.0504019999139,-0.7953896065299161,0.25286300386461824,-3.14553570262799,0.0016578295898090824,0.011358055890296691,True
PSPN,5.590362549062113,-1.698600052672819,0.5400065102136999,-3.145517730889248,0.0016579314493910735,0.011358055890296691,True
JTB,1365.5629039499293,-0.6898684841907806,0.2194200413222025,-3.1440541166326663,0.0016662462269586085,0.011404141637202178,True
GJA1,2166.2819459689213,0.6013306130870297,0.19125158745297288,3.144186257982783,0.0016654939607662186,0.011404141637202178,True
EPC1,327.41495316887085,0.42204974929572403,0.13426876464641357,3.14332041712873,0.0016704287872972442,0.011427323789672482,True
MIPEP,283.2492517071354,-0.36178953335347064,0.11513047424701671,-3.1424306702432037,0.0016755138767591,0.011456655094488925,True
ZNF28,122.87205771640186,0.7968837855105618,0.25362040961516585,3.142033351021409,0.0016777892355360226,0.011466755546008801,True
LIPE,92.07264835924386,-0.7665817956077214,0.24399069895955736,-3.1418484347011364,0.001678849179214051,0.011468543656010013,True
ITPR3,3625.456407168469,0.3385427959115623,0.10776096680013375,3.1416087472513476,0.001680223988720813,0.01147247995340456,True
FLYWCH1,567.9968543327584,-0.3903323800555684,0.12426198875308023,-3.1412049973801244,0.001682542176369453,0.011482850786567014,True
MBNL2,365.3811539581826,0.6741712410074993,0.2147028324700536,3.140020246828982,0.001689361585775247,0.011523909230010874,True
TCF25,1104.03261045789,-0.3880510625287478,0.12358781036057948,-3.139881363676329,0.0016901626581952466,0.011523909230010874,True
TM4SF5,9.323215380639317,-1.9913266785611008,0.6342395070999262,-3.1397077228230157,0.0016911647031595982,0.011525271406826751,True
DMRTA2,41.773934815549325,-1.2017236954933062,0.3828357652731544,-3.1390058205138516,0.001695220805885379,0.011547435797700026,True
CHCHD1,674.6932400676214,-0.7708936282944356,0.24559916753953745,-3.1388283438311504,0.001696247811779219,0.011548955480578322,True
B3GALT6,375.9876708564313,-0.6408286124947296,0.20418596906697625,-3.1384556706956075,0.0016984062255724433,0.011555918281507049,True
ANKIB1,846.6317350545023,0.5467809073213441,0.174224263185879,3.1383740549270467,0.0016988792573119093,0.011555918281507049,True
C1QL1,149.10600788762486,-0.9397322523196135,0.2994795391994207,-3.137884660941242,0.0017017182481891232,0.011569085715624492,True
NELFB,950.0499532578091,-0.5925024072284236,0.18882957041056853,-3.1377628299431963,0.0017024256719219112,0.011569085715624492,True
LRP1,1956.7046553789014,0.7361627378865957,0.2346756094347142,3.1369375780459756,0.0017072247048136808,0.011596212817661152,True
HNRNPAB,3204.6123816762256,-0.44472667543415517,0.1417923885491607,-3.1364636704738524,0.001709986209297677,0.011609481041006819,True
CASP1,121.99493000417702,0.7781502034625181,0.24811897732432067,3.136197850942229,0.001711536962855421,0.0116145205519041,True
DHX30,978.8844487438045,-0.39219256036910766,0.12508419435735535,-3.1354285997849214,0.0017160319557699923,0.011639525531912987,True
COA3,766.5415284821605,-0.649250002317015,0.20708811485036382,-3.135138888999715,0.0017177276457608836,0.011640035546698516,True
WBP1,61.06771505577552,-0.6989431960388528,0.2229320278019041,-3.135230065102754,0.0017171938219130915,0.011640035546698516,True
SNRNP40,495.4134180305902,-0.4375392781570083,0.13958341268314636,-3.134607972010401,0.0017208391264491275,0.011644641964469226,True
ATP1B1,3774.8888500413177,0.5653134611015266,0.18034104291545117,3.1346910939544754,0.0017203516417922595,0.011644641964469226,True
ENDOG,154.96825548350142,-1.1509457027726537,0.3671662431856892,-3.134671893544906,0.0017204642350125557,0.011644641964469226,True
MMP13,14.224646960762751,1.987250165844208,0.6340480508189232,3.1342264411624914,0.001723078317797253,0.01165430466736127,True
COPS6,1600.864988398303,-0.649792418767604,0.2073419496291311,-3.133916797492626,0.0017248975752218515,0.011661119325005702,True
SH3PXD2B,1053.3738777436565,0.44610717656704646,0.142355463962279,3.1337552079156925,0.0017258476678991112,0.011662054373019112,True
HAUS7,317.6903046752272,-0.8991617130736949,0.2869597372267801,-3.133407222083914,0.001727895342569111,0.011670401735471484,True
ERCC4,192.63055609756432,0.4983897313670022,0.15906972724433371,3.1331526117566506,0.0017293949770519187,0.011675041466319485,True
TESC,1499.2230766119883,-0.971897352074339,0.31032449419992225,-3.1318744418808517,0.0017369413972031355,0.011714976578507157,True
HERPUD1,890.383232251398,0.36836843800867347,0.11761539719989592,3.1319746119855765,0.0017363488929229567,0.011714976578507157,True
CRLF3,243.03237874608303,0.3346429395584969,0.1068568539803431,3.131693729445341,0.0017380107781144896,0.01171668833336122,True
SLC16A5,451.5819690737283,-0.39447634759416705,0.12597257980310803,-3.131446130663702,0.0017394769475544314,0.01172107215223591,True
RPS28,3208.65487910462,-0.9255876102046973,0.2956089347449102,-3.131121902669872,0.0017413986007259266,0.011728519595887794,True
PLEKHA2,444.15202676114444,0.3728545028084063,0.1190945233537072,3.1307443223148015,0.0017436389259157217,0.011738105346628518,True
ENSA,2057.76822433025,-0.3269748590758063,0.10445713872338716,-3.130229901679273,0.0017466954405336273,0.011753174097754608,True
RFC2,576.8887333647257,-0.5962366896538202,0.19048641008559464,-3.1300746829440618,0.0017476186651556214,0.01175388096611688,True
SPOP,571.1035663252223,0.22334958393050125,0.07137454827458466,3.1292609106435845,0.0017524662433002652,0.011780968671619846,True
CRIP1,3119.056861219778,-1.046727250732374,0.3345135999917106,-3.129102227109189,0.001753412947944842,0.011781819649286996,True
KEAP1,876.3861810222892,-0.33440594993854716,0.10689973395932795,-3.1282206003036297,0.0017586812949636872,0.0118116949431736,True
CAMKK1,259.45886006599807,-0.3737576763096634,0.1195004122948801,-3.127668508685779,0.001761987841154682,0.01182837258225615,True
ALG14,104.10079679502299,-0.3809161220390733,0.12179841479632213,-3.127430867438314,0.0017634128632445093,0.011832409711990014,True
AP4E1,311.6881637676309,0.30048808161114526,0.09609351639042774,3.1270380447965174,0.0017657707581903868,0.011842699678880998,True
TOB2P1,38.53104133980999,0.6037114190439595,0.19310241676230194,3.1263794061526107,0.0017697307031380662,0.011843746272817776,True
ARIH1,942.6020067400206,0.3403712864931469,0.10887251988176629,3.1263287270542133,0.001770035739996788,0.011843746272817776,True
FIBP,774.302183665231,-0.6368375349944259,0.2036803810648877,-3.1266513331568477,0.0017680948030596494,0.011843746272817776,True
MYEF2,368.1652742897222,0.6082103122850783,0.19453378497568774,3.1265022287058803,0.001768991636199474,0.011843746272817776,True
POC5,193.0433544719951,0.32712429669503673,0.10463535824927904,3.126326532143265,0.0017700489522302497,0.011843746272817776,True
FAM219A,413.60499513404415,0.44801558421327276,0.14336388672427783,3.125023982329045,0.0017779056420754796,0.011890778609895875,True
DUOXA2,9.8661825932343,1.7483141376708293,0.559689494882279,3.1237215521412582,0.0017857936517664953,0.011937976547825718,True
CBS,418.37363286615937,1.3053150890740732,0.4178943992224437,3.123552484797143,0.0017868199431106953,0.011939281536152674,True
SDHAF1,297.50738760021477,-0.7051487804446624,0.22580112762122817,-3.1228753721173605,0.0017909356635371335,0.011943342641392986,True
MAGIX,40.87178279334372,-0.9439316885959567,0.302249057519516,-3.1230260777074803,0.0017900188707130381,0.011943342641392986,True
ADORA2A,30.040105824365064,0.8799582641618142,0.28176762229852625,3.122992829990661,0.0017902210906698282,0.011943342641392986,True
ALG1,417.93053907163113,-0.5840561395879297,0.18700136465134312,-3.1232720717139153,0.0017885233330701467,0.011943342641392986,True
PHLDA3,1109.587501977072,-0.7106899748071449,0.22758328628451616,-3.122768751650184,0.0017915845323821446,0.011943342641392986,True
ZNF613,57.30719078987648,0.5922827899337492,0.18967689578568822,3.1225879540065677,0.0017926853211961409,0.011943437831295844,True
MFSD10,1043.9131244315322,-0.7733173702507931,0.24766021343258895,-3.1224933530200785,0.001793261548246216,0.011943437831295844,True
CTBP1,1018.6373358668084,-0.29136680523168335,0.0933650675056783,-3.1207261239752535,0.0018040573161114,0.012004209079785258,True
NDUFB6,652.3182264899897,-0.7016738302242462,0.22484267560745677,-3.1207324335940063,0.0018040186654624288,0.012004209079785258,True
ZNF57,64.14006824462574,0.4330835939719689,0.13878542636930385,3.120526450807208,0.0018052808414567999,0.012006789152022402,True
NABP2,597.0384271650373,-0.39849261727761587,0.12771457543951648,-3.1201812001977447,0.001807398212510494,0.01201530898700868,True
PSKH1,417.03756332772616,-0.293222528402855,0.09398830906129663,-3.1197766119148205,0.0018098823971292267,0.01202625833356081,True
WASF2,1909.5380252575123,0.5226506454079761,0.16754109637366052,3.119536977616097,0.001811355238463462,0.012030480515841931,True
ZNF649,75.84002113101894,0.8457403057409002,0.2711462630344876,3.1191294922376596,0.0018138622560732454,0.012041564311806028,True
C19orf25,210.2388315057542,-0.7689322793562127,0.24654794962495122,-3.1187940541623345,0.0018159284015481529,0.012042104833931047,True
SLIRP,884.5125091918255,-0.7641711275497567,0.2450258623131083,-3.118736611457179,0.0018162824392273663,0.012042104833931047,True
SLC25A36,531.8891534785756,0.6034267232624363,0.1934945547660261,3.1185721168851535,0.0018172966225784846,0.012042104833931047,True
PLEKHH3,400.4632909579416,-0.484171359009792,0.15525185174199946,-3.118618899402227,0.0018170081342810194,0.012042104833931047,True
VARS2,387.69522717763164,-0.45573952068883006,0.14616521085028278,-3.117975324207924,0.0018209804897323487,0.012060952381509876,True
CCDC144A,30.830003680670064,0.7214139739563893,0.2314301770133688,3.117199248889293,0.0018257812927396616,0.012087176982257131,True
ETV2,20.843472075531047,-1.129193918812302,0.3622897261901533,-3.116825670677802,0.0018280963924199433,0.012096928960619487,True
CCNT2,413.35828033098704,0.48450728141812527,0.15548491240634932,3.1161047970487203,0.0018325713412151608,0.01210423902891816,True
NEIL2,227.96574900883192,-0.3369084579939526,0.10810706433892774,-3.1164333251868435,0.0018305306986390784,0.01210423902891816,True
ALG3,954.794200824456,-0.740613975664537,0.23765521005810572,-3.1163380574886617,0.0018311222360006128,0.01210423902891816,True
ZNF497,50.836622333350185,-0.6954621253732426,0.2231803991776036,-3.11614338864859,0.0018323315223574832,0.01210423902891816,True
ZNF766,249.48249595032777,0.48238792019593124,0.15482308473006876,3.1157363970428946,0.0018348621328118687,0.012113800275723945,True
NT5C,721.1299681247638,-0.41489854780227425,0.1331902385789468,-3.1150822479858276,0.0018389362595268859,0.012135120948260561,True
LDLRAP1,382.84225037283414,-0.37387700994658035,0.12003179449884,-3.114816465983882,0.001840593958294303,0.012138306081233239,True
ZNF555,52.65913085831436,0.5246041313082646,0.1684275330311826,3.1147171835090623,0.0018412135413815325,0.012138306081233239,True
IQCE,544.2573253673349,-0.29447170306980164,0.09454563473748404,-3.114598615657227,0.0018419537280445816,0.012138306081233239,True
DGKZ,663.0154855714072,-0.5721501106305802,0.18374690085780046,-3.113794616178916,0.0018469800938578425,0.012165848706263992,True
C3orf33,88.71217204283302,-0.5024807493896124,0.1614352081469086,-3.1125846409684494,0.0018545682565837887,0.012210232618736347,True
NUDT18,198.0958925943104,-0.7671172602905261,0.24652771930570175,-3.111687653019163,0.0018602120456902467,0.012224979985538008,True
C4orf48,218.3649736228642,-1.7363443573151445,0.5579935801811172,-3.1117640399223774,0.0018597308104024934,0.012224979985538008,True
ETV6,474.4213966510848,0.5111648683658424,0.16426859365176763,3.111762613914251,0.0018597397931648355,0.012224979985538008,True
SNX17,1749.4176666556039,-0.49478352365681944,0.15899957238225323,-3.1118544298176034,0.001859161504414047,0.012224979985538008,True
PAFAH1B3,903.848554268202,-0.8899311515014952,0.2860309941671574,-3.1113102064086684,0.0018625916281461998,0.012235021184247054,True
PRPS1,883.1049186526351,-0.44113721064176137,0.14181261176429333,-3.110705071668628,0.0018664124886450674,0.012254516367401755,True
CHST7,185.68440128945093,-0.4716379856958229,0.1516317677597831,-3.1104167198195407,0.0018682356929625664,0.012260883492508099,True
SURF6,647.9222484961848,-0.6445218508027575,0.2072285724656591,-3.1101978030059754,0.0018696209626563008,0.012264372031744483,True
ULBP2,160.0441385699977,0.4136986006872788,0.13305354625508975,3.109263994318028,0.00187554055400567,0.01229758813274553,True
TSFM,483.0222173922847,-0.3683453299447144,0.11848549142963836,-3.108780032899246,0.0018786152467682416,0.01231212893935792,True
ZBED5,871.3597148161942,0.39286857475805875,0.1263804442069367,3.108618403926256,0.0018796431352288822,0.012313248190012824,True
UXS1,1064.9947328843975,0.33144750505638987,0.10664410844165265,3.1079776454573875,0.0018837231600526425,0.012334351375258096,True
SUCLG1,1155.5578919112897,-0.3726461513476873,0.11992087563167753,-3.1074335421984816,0.0018871941185096268,0.012351449069024738,True
PANX2,122.24981281795264,-0.4407189355483094,0.14185103935854926,-3.1069136859429545,0.001890515886447172,0.012367555202504587,True
RERG,28.83254505446767,-0.8680969373847202,0.27944063314351025,-3.106552284895869,0.0018928283236824867,0.012374515585945784,True
TAP2,1236.8636048836222,0.33076668384981206,0.10647642164543143,3.1064782112162974,0.0018933026074000301,0.012374515585945784,True
LIG4,205.5438234151705,0.5083150675176568,0.16364912383785926,3.1061276442963828,0.0018955487208508026,0.012377933147155741,True
USP15,650.1025834751242,0.44806485429548487,0.14424615367030627,3.1062516600587946,0.0018947538612248112,0.012377933147155741,True
MRM1,253.0319276256705,-0.5138341176407556,0.16543333405728405,-3.105989011034693,0.0018964376315744524,0.012378111319944835,True
COG3,339.3116213161029,0.3094387931677134,0.0996549726772103,3.105101379837895,0.0019021381651972513,0.01240968069083729,True
RYK,936.4778417176954,0.3488918189798903,0.11236722826044618,3.104925024680901,0.0019032726232662417,0.012411445531476545,True
EARS2,505.0251233929367,-0.3179677597169407,0.10242082686092853,-3.1045224829974396,0.001905864423135954,0.012422707941366204,True
CDC45,359.24255963551593,-0.7481738021351435,0.2410356588502751,-3.103996336906686,0.0019092569479194732,0.012433538220222643,True
AGPAT2,1231.3863261943977,-0.9222397991156199,0.29710868336764784,-3.1040486217443304,0.00190891957376367,0.012433538220222643,True
ACSS1,253.1183040273014,-0.5170086194853166,0.16657065686437078,-3.1038397111340443,0.0019102679221519336,0.012434485260369133,True
LGALS4,357.618045474524,-0.8640833149013805,0.2784172369279258,-3.1035553848451802,0.0019121044227737448,0.012440802598536058,True
PPP2R3A,279.0536398985102,0.4765385163192344,0.15355964284980042,3.1032796604336053,0.001913886911186757,0.012446560109078382,True
PPEF1,11.244343508640165,0.9081339442616206,0.29264901268083965,3.10315054864724,0.001914722110612782,0.012446560109078382,True
PLCG2,101.52372647152505,0.31014935778344105,0.09998041696938144,3.1021010632354424,0.0019215234586711309,0.012485122572261179,True
TMEM141,718.7052056256781,-0.6664836405500066,0.21486059978310149,-3.1019351208309565,0.001922600902383811,0.012486475842516198,True
LOXL1-AS1,21.16755568156843,0.8707699684412333,0.28077938926050444,3.1012602838641454,0.0019269882540869448,0.01250931462187666,True
ZSCAN29,296.6306668688055,0.3771371562234138,0.1216411732244172,3.1004070926513436,0.0019325483080565508,0.012539742092836679,True
TMEM256,363.42428528526244,-0.8388966522002246,0.2706616246898767,-3.099429603887991,0.0019389364848360023,0.01257551311113048,True
NFYB,387.73652830781793,0.27326374518615315,0.08817174389408024,3.0992212824373975,0.0019403004307196523,0.01257868049987298,True
GAS5,1913.182641950626,0.9026728547984869,0.29132942863750494,3.0984609382585364,0.0019452861213658005,0.012599630486718257,True
WRAP53,418.2781736136861,-0.7459853082861698,0.24075397726740463,-3.0985378383078857,0.0019447813421096893,0.012599630486718257,True
ZNF548,90.87810550482558,0.5717817723865819,0.18455637123436897,3.098141606070449,0.0019473835354558875,0.012607531261991564,True
IDUA,201.23957151218633,-0.8646883003042073,0.2792077228774978,-3.0969354693802247,0.001955324338305089,0.012653238488329237,True
EN2,24.101027811653786,-0.6636467788201159,0.21431091958621687,-3.0966540580454747,0.0019571813288581257,0.012659552890759044,True
BTBD2,925.4804552896416,-0.5338045637416629,0.1723982205348391,-3.0963461344648215,0.001959215124650771,0.01266700471680152,True
ATP13A4,34.950009291712036,0.7327152471375762,0.23671052542385654,3.0954062808384544,0.0019654347418620616,0.0126861695241794,True
