"","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant"
"CTSS",591.331674033867,0.541051060603781,0.220763081927718,0.0020563180683502,0.0139279946799812,TRUE
"NDUFA3",595.244380629607,-0.85296095929248,0.192806420201484,0.00206180364731776,0.0139589925064216,TRUE
"ZNF518B",187.377562217646,0.483755306428701,0.189580337087033,0.00206542390365051,0.0139773398151404,TRUE
"BCAR1",1105.22275661514,-0.434886692097097,0.173784222235758,0.0020698723425259,0.0140012730482314,TRUE
"ANKH",355.293946028821,-0.215524761743574,0.0735575844099705,0.00207278086889345,0.0140147733341519,TRUE
"ARNT",542.442419020892,0.32547402444285,0.116432008728574,0.00207385426090808,0.0140158592325016,TRUE
"MALL",288.202157761047,-0.78412566289923,0.390101875209551,0.0020755883861517,0.0140214076855959,TRUE
"N4BP2",133.638633846857,0.550179917187443,0.227762391687847,0.00208526271447279,0.014080566834094,TRUE
"RPP25L",326.566112287701,-0.537591105874589,0.229311002934487,0.00208670758992493,0.0140841296893615,TRUE
"PTDSS2",615.002118357067,-0.590266643946087,0.255816323812527,0.00208813487500623,0.0140875707406506,TRUE
"STX7",496.976684472581,0.295699127508164,0.104738957899641,0.00208908367137388,0.0140877820702441,TRUE
"CAB39",1413.72834908018,0.36172692448819,0.13880463787355,0.00209200704559644,0.0141013029785484,TRUE
"STC1",366.469817342018,0.801501512249818,0.358301734735289,0.00209500432471421,0.0141153099631359,TRUE
"REL",69.4865190805949,0.518765596931514,0.226763449128208,0.00209719450170359,0.0141238691112538,TRUE
"VKORC1",960.668551898173,-0.541177028132301,0.229393322755682,0.0020984458648539,0.0141261009446873,TRUE
"HERPUD2",453.805684336916,0.352165484494939,0.129132040028374,0.00210399510266221,0.0141572501320676,TRUE
"MRPS15",1166.07666533541,-0.518309410424165,0.214365207411489,0.00211088372896782,0.0141688509892592,TRUE
"COA4",783.017775567652,-0.468729063869732,0.186788679144988,0.00210921290665704,0.0141688509892592,TRUE
"HCAR3",94.7061641078421,0.948776368254883,0.439847888932424,0.00210678479271567,0.0141688509892592,TRUE
"POLE2",132.10408274888,-0.456890788847301,0.181688060912844,0.0021112556863188,0.0141688509892592,TRUE
"AKT1",2049.87666111098,-0.290276138622352,0.10302975170632,0.00210767796608966,0.0141688509892592,TRUE
"MRPL28",1405.15194874026,-0.620892596863013,0.280732258383944,0.00211015027334806,0.0141688509892592,TRUE
"ZNF7",353.236868497631,0.25281309430814,0.0886430470674703,0.00211225738940708,0.0141693806091506,TRUE
"RAET1E",125.147731417703,0.589568459884102,0.250385007791629,0.00211728394873461,0.0141968973942445,TRUE
"WDR43",1155.28869658715,0.261209599752089,0.0911318549689634,0.00211969611172985,0.01420686765413,TRUE
"PLK1",1118.89397247375,-0.510627546488022,0.209329700693409,0.00212621008861324,0.0142256888499592,TRUE
"ZNF845",125.203357472915,0.409830820863043,0.159889367658409,0.00212382005536068,0.0142256888499592,TRUE
"REEP1",34.9599235882753,-0.661832646802164,0.28825331805208,0.00212586604165166,0.0142256888499592,TRUE
"HACE1",89.1316784901579,0.375881015311809,0.13926960675557,0.00212538058357832,0.0142256888499592,TRUE
"LAMTOR5",809.098943070329,-0.400775223722182,0.153275775913356,0.00212785663885201,0.0142305046557372,TRUE
"F3",6090.65610266816,0.57136336479491,0.268117652677722,0.00212927024093603,0.0142337590551035,TRUE
"ZNF44",34.361345652902,0.45340097060888,0.183723358918086,0.00213263184643265,0.0142500269808413,TRUE
"TPD52L1",678.867644388711,-0.424317779064969,0.167144888794642,0.00214219271163172,0.0143076855533297,TRUE
"MRPS28",343.383533266656,-0.424870853729996,0.165004612571387,0.0021468075368346,0.014326045079572,TRUE
"RNF128",197.044397387314,-0.591259342580316,0.249207309478171,0.00214658469081577,0.014326045079572,TRUE
"AP2A1",1519.02425289922,-0.24683490880207,0.0846817713414291,0.00214774897745009,0.0143261014547116,TRUE
"KCNQ3",89.7112096544457,0.811253837348552,0.378430184390559,0.00215042039330989,0.0143376922011608,TRUE
"HIP1R",832.553224854286,-0.334705554973721,0.12290494848308,0.0021520056588564,0.0143420342412066,TRUE
"ZNHIT6",498.99936713906,0.350995514194592,0.131762960547251,0.00215905265099297,0.0143426421976005,TRUE
"RPL13AP20",22.0397867240788,0.631143052095111,0.287441745491046,0.00215956944062861,0.0143426421976005,TRUE
"DUOXA2",9.8661825932343,1.80455022213234,0.806882114988315,0.00215386747614583,0.0143426421976005,TRUE
"WIPI1",358.436629869954,0.379436853648523,0.141142877860381,0.00215886200877147,0.0143426421976005,TRUE
"ZGPAT",377.585999150122,-0.488414615895615,0.202727468630788,0.00215636159297673,0.0143426421976005,TRUE
"EIF1B",431.539992800718,0.365846296763513,0.137506702380979,0.002155767581312,0.0143426421976005,TRUE
"HAS2",70.3172984322095,0.79323995849012,0.362486004375807,0.00215934462061506,0.0143426421976005,TRUE
"FBXW5",1174.99878584099,-0.602758415175083,0.27105146326544,0.00215874345771866,0.0143426421976005,TRUE
"MARVELD1",878.556466448194,-0.319943498312197,0.115189424716831,0.0021634135474682,0.0143619606663961,TRUE
"KIAA1107",65.7011299901786,0.50796294502638,0.205981948651504,0.00216777641615518,0.0143847047839511,TRUE
"COL4A2",2548.47193355159,0.553926603893986,0.236644303307587,0.00217102366100942,0.0143935851699036,TRUE
"PPP6R1",1826.60461090914,-0.384629814122499,0.145881246661264,0.00217026128157118,0.0143935851699036,TRUE
"NDUFA4",1967.36640991174,-0.486282091166596,0.19566210074645,0.00217192685370672,0.0143935851699036,TRUE
"UNC93B1",970.456429873133,-0.575541754842087,0.266353823936672,0.00218491823381277,0.0144618770214665,TRUE
"MOCOS",239.800774686509,0.330656755695795,0.121343223720773,0.0021864836094178,0.0144618770214665,TRUE
"GAMT",267.91940336456,-0.70531558179725,0.329774573884844,0.00218358778697318,0.0144618770214665,TRUE
"ABHD8",148.778704022803,-0.57044073209123,0.252621106028326,0.00218591919035605,0.0144618770214665,TRUE
"CLPTM1L",1713.33886331016,-0.375098673683034,0.13989145860559,0.00218694096019833,0.0144618770214665,TRUE
"GRK6",487.587706162592,-0.379263180468415,0.143720207220868,0.00219134989383204,0.0144847944984034,TRUE
"MAD1L1",416.676839042491,-0.545479192895137,0.234127356486161,0.00219657848589973,0.014513107853266,TRUE
"ABCA10",11.2237089711726,0.881008696915228,0.423187207608079,0.00219830069152095,0.014518239620776,TRUE
"RPS9",9059.48476667329,-0.666630490401676,0.311565530071896,0.00219952968129679,0.0145201110302288,TRUE
"SMARCB1",715.495131227562,-0.41126043669954,0.161435102872658,0.00220696044841845,0.0145629040332898,TRUE
"R3HDM2",612.435631550788,0.439695819295179,0.171418690108379,0.00221226785951836,0.0145916550613851,TRUE
"MSL2",288.215680069878,0.396298462361473,0.154111634940251,0.0022133966687859,0.0145928320520427,TRUE
"ATXN2L",1820.75010833576,0.304929841109346,0.112411787824211,0.00221584997518221,0.0146027366390227,TRUE
"EZH1",425.107265373092,0.320060362601802,0.116232210220804,0.00221872422506138,0.0146091382829406,TRUE
"GCNT1",104.596957008044,0.294540011172305,0.106512714112619,0.00221790150311131,0.0146091382829406,TRUE
"ETFB",1415.68859437355,-0.806735672698787,0.133427314007703,0.00222416445825597,0.014628204772019,TRUE
"MB",77.288872430662,0.566253974351744,0.250000488181158,0.00222328263807699,0.014628204772019,TRUE
"APOBEC3G",63.6741015652874,1.21789319742075,0.47998920732708,0.0022244778992292,0.014628204772019,TRUE
"SCRN1",2281.50963786276,0.414766222289429,0.157379483077834,0.00222621666929541,0.0146333719850304,TRUE
"S100A16",6645.02223447349,-0.612868296482617,0.278283072420156,0.00223695600404231,0.0146788288213973,TRUE
"ARHGEF2",752.743862709117,0.352011811045792,0.130928989296863,0.00223481709600983,0.0146788288213973,TRUE
"RHOD",839.016382444667,-0.640985062654108,0.300079490498396,0.002236140839539,0.0146788288213973,TRUE
"DGKQ",221.710880721514,-0.521937126888901,0.22253345581551,0.00223643849294545,0.0146788288213973,TRUE
"TRIP6",829.041252107359,-0.485139201625967,0.204893312178116,0.00224638961157516,0.0147344350643898,TRUE
"DBNL",1293.00603531132,-0.45147845670882,0.179140620364649,0.00224762095875984,0.0147362168325181,TRUE
"CYP2C18",27.2429339608551,-0.828918229044692,0.402694584847245,0.00225024433725087,0.0147471198457051,TRUE
"CSNK2A1",1692.91614664198,0.28767701442882,0.102337694591675,0.00225454515303323,0.0147632548510635,TRUE
"TRAM2",685.721455672263,0.43499499803298,0.16779919647791,0.00225462928204128,0.0147632548510635,TRUE
"CEP85L",67.6270246882991,0.456522614325732,0.180417043985385,0.00226331822552657,0.0148075208150663,TRUE
"COL5A1",1347.89559777242,0.796404997175426,0.369470670223628,0.00226248749396863,0.0148075208150663,TRUE
"GBA",836.879050127139,-0.304255872939343,0.108931405810932,0.00226646356955183,0.0148191921282946,TRUE
"DMXL1",393.778602601399,0.437677199156647,0.171669064712594,0.00226703238745452,0.0148191921282946,TRUE
"PARK7",2404.0969938374,-0.394726906099314,0.150771118195656,0.00228525600582279,0.0149256086641467,TRUE
"ZNF217",1288.45950985985,0.563624820247695,0.254057162185575,0.00228437729300917,0.0149256086641467,TRUE
"COQ9",790.839967131107,-0.292204587306097,0.10581709583645,0.00228732191555213,0.0149295493198083,TRUE
"RAP1GAP2",470.078903495096,0.396358129268047,0.152657448580586,0.00228780394330895,0.0149295493198083,TRUE
"ERI3",573.063693390332,-0.520160305710303,0.217553480294417,0.00228974666204036,0.0149358793524341,TRUE
"PTGES2",877.924273826102,-0.591482317001338,0.263319421561131,0.0022923196037299,0.0149463131699671,TRUE
"ZNF280C",118.131086146003,0.469818233954966,0.191204609785659,0.00229366242297094,0.0149487209273,TRUE
"LAMTOR1",1242.5139732545,-0.43895503581017,0.179681211370613,0.00230468327342938,0.0150141755042461,TRUE
"SERPINA6",85.284823121797,-0.441141790047775,1.0210141561267,0.00230989080594501,0.0150417189674663,TRUE
"FKBP1A",3734.39878144648,-0.366615178119266,0.138300179518021,0.00231460149522926,0.0150596211691717,TRUE
"MICALL2",422.634878917737,-0.467601576785965,0.189519865736727,0.00231444440918821,0.0150596211691717,TRUE
"PDXP",192.974988803877,-0.541325778756721,0.231822816852234,0.00231658084707387,0.0150661155895041,TRUE
"PHRF1",1027.98629982442,-0.344547462327002,0.128016849732565,0.00231862801358645,0.0150666665884976,TRUE
"ZNF417",88.6290418539757,0.461632003118028,0.185867052545623,0.0023183060644739,0.0150666665884976,TRUE
"SCRN2",455.035040071819,-0.509814132056961,0.21566899294527,0.0023291178436424,0.0151284282948939,TRUE
"ONECUT2",325.718309504144,-0.590255702933121,0.259398146591496,0.00233595465612421,0.0151500001216511,TRUE
"CMTM8",109.306850193909,-0.506202318141055,0.214186401159917,0.00233439548656684,0.0151500001216511,TRUE
"MBLAC1",21.9727131884718,-0.717164578733028,0.342693477429148,0.00233565620433508,0.0151500001216511,TRUE
"SLC25A14",138.86129555517,-0.281226632426967,0.099738231240859,0.00233638556092932,0.0151500001216511,TRUE
"ACAT2",1296.21479084115,-0.506678604298629,0.210256541003825,0.0023409123721903,0.0151729461692622,TRUE
"ARV1",298.345327346901,-0.320335015790414,0.117225542607176,0.00234349633311188,0.0151768815668211,TRUE
"SLC25A42",57.7371095881109,-0.422424741785488,0.165489541089739,0.00234290720591117,0.0151768815668211,TRUE
"TNS1",268.381978281917,0.800291305274181,0.379226712287152,0.00234536478054935,0.0151825785014061,TRUE
"DYNC1I2",1963.91297532767,0.213742403044303,0.0730976958121019,0.0023563531705922,0.0152408605452583,TRUE
"ALAD",370.504275739747,-0.300023092140816,0.107323356111649,0.00235623173882229,0.0152408605452583,TRUE
"EBPL",395.91530003104,-0.453390153046376,0.184656328158518,0.00236021665859143,0.0152594218074406,TRUE
"BMS1P4",42.4928781862847,0.392180329546115,0.149265059397904,0.00236154621637968,0.0152615918150294,TRUE
"LOC100129534",23.6217476434275,-0.533695453337585,0.232299306258201,0.00236432196681643,0.0152731021457578,TRUE
"TK2",491.416524651363,0.235663514078748,0.0823465543370211,0.0023726852568509,0.0153206821358056,TRUE
"HPS4",470.421426796058,0.316658861350053,0.116933613466993,0.00237689243846935,0.0153413969704485,TRUE
"PRSS53",56.7282056759143,-0.506064383585832,0.21208908183493,0.00237857991518578,0.0153458380662511,TRUE
"ANKRD23",40.7401867737046,-0.441100537125007,0.175848725880362,0.00238002347793194,0.0153487024374821,TRUE
"CDAN1",186.03619703173,-0.299971992981996,0.109019582630993,0.00238382594066759,0.0153609807609944,TRUE
"COL5A2",1918.01211639084,0.537656792917405,0.219356690046721,0.00238392817671441,0.0153609807609944,TRUE
"MRPL11",855.252511261519,-0.503320957451803,0.213344715084632,0.00240152617105079,0.0154640734476554,TRUE
"STX11",15.9020398093367,0.703957063775246,0.381445976571008,0.00240194172404156,0.0154640734476554,TRUE
"SHARPIN",816.072585813973,-0.576091703631117,0.258232898869723,0.0024063670808566,0.0154860714696366,TRUE
"ZNF699",27.7110229359282,0.532962733716913,0.226259903061864,0.00240822448798006,0.015491532054015,TRUE
"CCDC86",778.632741834603,-0.473569436788449,0.195517529200186,0.00241522649530696,0.0155192448496177,TRUE
"CAMSAP3",211.978672150038,-0.50864179533378,0.22200890627298,0.00241556464933808,0.0155192448496177,TRUE
"BRWD3",363.126649625763,0.441106919838673,0.173528401013372,0.00241373649333711,0.0155192448496177,TRUE
"UCN",21.3628380109215,-0.989567920669108,0.731961803179747,0.00241794844253521,0.0155280628754196,TRUE
"KLHL17",195.794206114146,-0.516002240744063,0.22143090695975,0.00243192348047289,0.015598239366191,TRUE
"CORT",2.39280741217485,-1.53969466224998,0.93636174701283,0.00243003916725194,0.015598239366191,TRUE
"E2F2",111.14401389043,-0.581494437357461,0.253533034808678,0.00243169085315443,0.015598239366191,TRUE
"FBXL8",48.7296342723564,-0.663530824730687,0.323454259803063,0.00243445386240095,0.0155994909171249,TRUE
"MYBBP1A",1002.04177156779,-0.395449248589718,0.154036812689895,0.00243516637761956,0.0155994909171249,TRUE
"ACOX2",44.9755895034349,-0.895094315065101,0.510431208587142,0.002433350570436,0.0155994909171249,TRUE
"USP7",1795.39639932504,0.223371735848136,0.0768758104281559,0.00243659678535737,0.0156021449704597,TRUE
"FAM201A",84.5371511151371,-0.553699103127972,0.238824109971884,0.00244194761664588,0.015629889809753,TRUE
"SMOX",1086.64064256629,0.402404426606477,0.156975608608736,0.00244516846976595,0.0156439841055234,TRUE
"CLMP",107.00033005368,0.696189668725198,0.329434083910891,0.00244624671177279,0.0156443641229784,TRUE
"LTC4S",2.55498796502183,-1.10619953768278,0.592095142637459,0.00244871222013036,0.0156536120483354,TRUE
"NSUN7",25.3269520593359,0.695920234582013,0.312318303561966,0.00245686576806951,0.0156991984472357,TRUE
"SOCS6",626.344320631576,0.399272217467848,0.155203849376856,0.0024658346670851,0.0157434059513895,TRUE
"COL9A3",17.9496420227598,-0.977719778658815,0.641121885654157,0.0024651389724692,0.0157434059513895,TRUE
"BMP4",163.901649553911,-0.567203240562648,0.251203674375435,0.00246763176291727,0.0157483315542788,TRUE
"NDUFC2",155.945446919592,-0.6870573679405,0.335255674348973,0.00247483737450429,0.0157877556649412,TRUE
"TMX4",321.003737943163,-0.276713394534994,0.0982718107228297,0.00247991024702153,0.0158135472769998,TRUE
"SGCA",4.72967210302331,-1.41028402221065,0.722812396297261,0.00248282052606697,0.0158255330750346,TRUE
"TTLL7",69.8748705457075,0.35864013646567,0.134859458753574,0.00248686173011052,0.0158421854520101,TRUE
"SLC12A2",1450.50680197648,-0.452150516895748,0.186447926768844,0.00248749652392031,0.0158421854520101,TRUE
"RNASEH2A",539.846518961365,-0.57099281342352,0.255872650813276,0.00248901631532104,0.0158452925048734,TRUE
"PTPRK",1970.61922839547,0.495089882204612,0.205073770766474,0.00249756760827577,0.0158931415769061,TRUE
"CROCCP2",185.121768113614,-0.39654707940045,0.15683309285557,0.00250079891230321,0.0159071115569245,TRUE
"TMED3",2059.54794508116,-0.435424950763798,0.175560677330846,0.00250312778082541,0.0159115764687355,TRUE
"KCTD15",762.057535432054,-0.311696801867866,0.115765414871581,0.00250357334734386,0.0159115764687355,TRUE
"MAP3K14-AS1",60.2306908623894,0.391034860660456,0.150624874172534,0.00250990588596535,0.0159409497302657,TRUE
"CC2D1A",461.225910258143,-0.417927336624495,0.167920278309685,0.00251027134143813,0.0159409497302657,TRUE
"KLHDC4",333.497250372771,-0.478924564873962,0.200058010237391,0.00251140031012828,0.0159415261521372,TRUE
"EMP2",803.807769858574,-0.38948306609326,0.149986801156006,0.00251834120318785,0.0159776444275425,TRUE
"EXOSC6",281.397905720141,-0.331027414575285,0.122619526039869,0.00251917142032435,0.0159776444275425,TRUE
"OCEL1",117.55190377832,-0.577938705486692,0.266909299124495,0.00252933192566402,0.016028845117033,TRUE
"VAX2",33.5895797671863,-0.838013037071013,0.442736071233911,0.00252929118019634,0.016028845117033,TRUE
"ZDHHC8P1",43.3194427921764,-0.796990061080883,0.541158257268206,0.00253157574922343,0.0160364462167185,TRUE
"RABL6",1574.80128904894,-0.498464344376981,0.210636272525838,0.00253510116787476,0.0160521560547286,TRUE
"SLC22A17",113.206309512977,-0.55960432310185,0.246947529482143,0.00254164339511577,0.0160869473751041,TRUE
"ZFAND2B",269.156523718548,-0.567540973601541,0.254054732740343,0.00255043950627701,0.0161327353612987,TRUE
"SNAI2",724.296849987285,0.752305456455683,0.384711983164838,0.00255097892915879,0.0161327353612987,TRUE
"CEBPZ",1042.00984602553,0.334453825895879,0.126021378187186,0.00255265808730311,0.0161367084934291,TRUE
"PRSS12",353.275213623901,0.50337886083274,0.204649738060946,0.00255705429688675,0.0161578472134551,TRUE
"MYNN",257.571158382813,0.329720960136771,0.124305998676588,0.00255951221085178,0.0161667256263386,TRUE
"LINC00673",399.662950324398,0.336576773298901,0.128327736732947,0.00256175716656383,0.0161742521762284,TRUE
"VNN2",44.2323973574413,0.712741938439145,0.32931810474975,0.00256522552180008,0.0161894935829183,TRUE
"CDC42BPG",236.881111437143,-0.44446670605582,0.180337169839712,0.00256853256467107,0.0161897002548042,TRUE
"UBE2Q2P1",38.5602695010359,0.50048761421352,0.210715426007179,0.00256947570960324,0.0161897002548042,TRUE
"NAGLU",702.891651948873,-0.49048025327823,0.210223419594659,0.00256660470686097,0.0161897002548042,TRUE
"SIRPB2",22.1209785504294,1.12010739507484,0.47352875823243,0.00256871908532747,0.0161897002548042,TRUE
"CD2AP",969.232346266238,0.490593669717957,0.208152645274843,0.00257556107089729,0.0162213864822099,TRUE
"RPN1",4480.55675041763,-0.276817789864066,0.0981127198019108,0.00257943617532076,0.0162391318048587,TRUE
"FAM173B",122.861786671646,-0.36169121211144,0.137007603832777,0.00258255363772009,0.0162520947160623,TRUE
"PPP1R35",326.609141667402,-0.457872701370958,0.188791182092944,0.00258672173875551,0.0162716560010614,TRUE
"ZNF17",64.1641113178719,0.410920213594919,0.162477365268572,0.00258846525690966,0.0162759557820835,TRUE
"KDM8",37.9049617629938,-0.44843621745973,0.183891381573111,0.00260239643778612,0.016356855219896,TRUE
"CCNB1IP1",471.833408984703,0.461626880009685,0.187294025709187,0.00260619518634069,0.0163740290860316,TRUE
"PRDX1",12763.7658933507,-0.366487852304086,0.139196240783722,0.0026091969841234,0.0163861839227872,TRUE
"MMP9",71.2998290045521,0.868261314921473,0.433685559774565,0.00261738608766707,0.016430892631287,TRUE
"KLHL12",622.439482291556,0.332867263358376,0.123830984775501,0.00263019430696189,0.0164978078363562,TRUE
"BRAP",389.50188827384,0.214067786535014,0.0755195761420089,0.00262995164878107,0.0164978078363562,TRUE
"RAB2A",1210.81422704503,-0.269214004321165,0.0976838938460605,0.00263806005993793,0.0165403888200682,TRUE
"LRCH1",307.744921316304,0.33372350509375,0.126065619552644,0.00265388213765717,0.0166328000913167,TRUE
"EPHB2",1338.53845342551,0.533541562236687,0.223034631349047,0.00265796725888348,0.0166437441309819,TRUE
"JUN",2593.6696864301,0.640012553567651,0.3203610937411,0.00265700025584057,0.0166437441309819,TRUE
"SPAG9",1796.80972056103,0.441053183656664,0.179143725096335,0.00265888012720929,0.0166437441309819,TRUE
"CMPK2",278.187387574907,0.741543712871842,0.693759426193037,0.0026628914809554,0.016648492951983,TRUE
"MYD88",976.941001897737,0.345754732048877,0.143078422304685,0.00266091295534571,0.016648492951983,TRUE
"MCM4",1903.82537819566,-0.544318234432462,0.239548183330477,0.00266204284734207,0.016648492951983,TRUE
"HIST1H1C",347.312908436374,-0.648342164921715,0.318568235243671,0.00266767943061889,0.0166716392581006,TRUE
"TNNI1",7.39249487392875,-0.146673663530385,0.316906757818566,0.00267428203928864,0.0167061028125619,TRUE
"ATF4",4100.72567958057,0.355909070255646,0.136444916198455,0.00267720628838296,0.01671756915743,TRUE
"ZNF672",439.563634706703,-0.364069844728197,0.143591053255472,0.00268049391904674,0.0167299893210766,TRUE
"ESPL1",488.457880196462,-0.516242594929624,0.220634267210974,0.00268137438744184,0.0167299893210766,TRUE
"STAT4",127.29772102147,0.567388492838369,0.259129672838548,0.00268718719875359,0.0167594473748422,TRUE
"ZSCAN5A",39.6425734165489,-0.409440889232096,0.164308969999178,0.00270724326188536,0.0168776777451278,TRUE
"NAA25",617.118389640075,0.350362165206197,0.133596122348197,0.00271541619316046,0.0169217595965823,TRUE
"LDHB",10304.8111016972,-0.27235648138657,0.0969659869021719,0.00271784977352819,0.0169300540659332,TRUE
"PREB",978.431988117238,-0.327197403201974,0.122421691393444,0.00272319680763633,0.0169564829607688,TRUE
"RNF214",213.25739323526,0.321297565325427,0.119531443256554,0.00272659008006221,0.016970729906508,TRUE
"MRPS34",1629.87355911983,-0.57109347305695,0.260823363557568,0.00273008672859094,0.0169856084754918,TRUE
"DDX12P",118.769023896722,-0.528721318510056,0.234135601038526,0.00273298873619093,0.016991835644901,TRUE
"MALSU1",443.917737276094,-0.472348425071801,0.199160617972205,0.00273330081686131,0.016991835644901,TRUE
"ATG4D",137.195524528775,-0.353703720410572,0.137762953043892,0.00274526258921296,0.0170592905938345,TRUE
"NBR1",1984.41846912624,0.301002655973368,0.109518845704158,0.00274880189870789,0.0170743742535031,TRUE
"LZTS2",777.472826660777,-0.399925521783469,0.161040303785069,0.00275464393471937,0.0170996106295233,TRUE
"TEX264",638.607413167776,-0.552601409548755,0.249851925250405,0.00275509193731297,0.0170996106295233,TRUE
"PRMT6",89.1862731764563,-0.519049057428701,0.259056713757904,0.00276508424439034,0.0171351381612365,TRUE
"FKBP8",2410.1543703786,-0.606211668295976,0.284948082778366,0.00276527986737506,0.0171351381612365,TRUE
"LRRFIP2",948.084353990138,0.209240382745381,0.0736854758333355,0.00276373566234326,0.0171351381612365,TRUE
"RXRA",834.024969585534,-0.21829023876155,0.0770939038985387,0.00276515492039363,0.0171351381612365,TRUE
"FGFR2",157.775859827294,-0.647078515470534,0.324801024435983,0.00277387735003121,0.0171814791084023,TRUE
"R3HCC1",430.844686006234,-0.436437329497997,0.181060435850811,0.00277511999811015,0.0171822449882989,TRUE
"PDCD6",1146.52682279974,-0.240025467268523,0.0852744527884867,0.00278224913537391,0.0172125042198495,TRUE
"WASL",588.669169318288,0.334037912366573,0.127007471550317,0.00278171619008343,0.0172125042198495,TRUE
"UBE2J2",439.728951764843,-0.446154895728907,0.186309914991543,0.00278411463766206,0.0172171084419255,TRUE
"NME5",10.9524483806351,-0.589916523237476,0.274296673578622,0.00279096984894218,0.0172525531523781,TRUE
"MRPL20",831.03226821046,-0.537722566602923,0.236539282248885,0.00279412785329385,0.0172651240190451,TRUE
"SSTR5-AS1",6.16960199856734,-2.35697056692273,1.22095015545466,0.00279566682330967,0.0172676846628801,TRUE
"CCDC124",824.723485568795,-0.616040901114907,0.296384040488213,0.00280157615241391,0.0172972263049118,TRUE
"NUP85",979.596432904647,-0.31625931694951,0.116678979426942,0.0028035782176679,0.0173026300370943,TRUE
"FBRSL1",442.851671935797,-0.424085055587258,0.17602995493738,0.00280948810003434,0.0173251766168784,TRUE
"FZD6",701.590712931707,0.364374363510041,0.138793363280242,0.00280922986262864,0.0173251766168784,TRUE
"RNF166",200.393809551986,-0.419470194331536,0.170729455868624,0.00281597652925598,0.0173462088891212,TRUE
"DENND4C",689.81968231352,0.427573771585175,0.171880618459607,0.00281420759889995,0.0173462088891212,TRUE
"PSAT1",1475.49091480239,0.601798324693866,0.311694561845773,0.00281628777340144,0.0173462088891212,TRUE
"GCSH",317.616143621568,-0.56096149865525,0.254593786873125,0.00282249256338202,0.0173774552168127,TRUE
"UNC5B",163.453288372352,0.783842509579632,0.387237598366124,0.00282440287386585,0.0173822469451744,TRUE
"SNHG1",1094.39165300481,0.511800175916888,0.22015340638067,0.00283024573477266,0.0174112272666002,TRUE
"SCAF8",544.613585694238,0.384812166304478,0.151412322960242,0.00283548071261758,0.0174364462724241,TRUE
"PRPF38A",373.158066429699,-0.156507512186317,0.0534393202600162,0.00283974290103574,0.0174556654305059,TRUE
"LOC100130691",34.0699658963205,0.557369365098799,0.245119408740717,0.0028415453171911,0.0174597552402839,TRUE
"MED25",672.832963243462,-0.514352983037259,0.233005941227797,0.00284616811330556,0.0174811645519228,TRUE
"HSPH1",2004.37862852758,-0.396148969201767,0.157842950071135,0.00284997723852754,0.0174975611745663,TRUE
"RRP1",480.247750488981,-0.600017461139778,0.283551936311224,0.0028537851929518,0.0175139375051059,TRUE
"ADRM1",2259.77015422779,-0.53555986915021,0.247309827935056,0.00285762591902685,0.0175305017925119,TRUE
"LOC148413",188.621655389998,-0.267703961989554,0.0968112442131906,0.00286185025356282,0.0175494052090484,TRUE
"PRDX5",3874.52625025082,-0.576496229503417,0.118014253989168,0.0028741024409402,0.017617502187879,TRUE
"ANO6",1540.96122591091,0.484528169322011,0.200108329799073,0.00287592376742764,0.0176216318630692,TRUE
"PSRC1",266.824979906394,-0.431606344148909,0.175782677203964,0.00288626004623163,0.0176779110530062,TRUE
"HLF",11.4677371096843,-0.882317400391733,0.477804561256405,0.00288996269509769,0.0176866620660486,TRUE
"LSM4",1821.2942758644,-0.501561543352446,0.0924416472294268,0.00289114436898612,0.0176866620660486,TRUE
"CAMK2N2",17.436978571508,-0.725664905845545,0.369984762688538,0.00289073951407443,0.0176866620660486,TRUE
"KPNA2",4276.69703813552,-0.440464330503066,0.179001983651791,0.00289668097484835,0.0177134752563904,TRUE
"GPBP1L1",927.54008932318,0.254512363498161,0.0915944267430001,0.00289865183873031,0.0177184709330032,TRUE
"ABTB2",553.163736010717,0.402665267183853,0.1639070733793,0.00290268291758046,0.0177360510145038,TRUE
"TRAPPC2L",493.98075487004,-0.535781420113848,0.237386301693903,0.00290846941601086,0.0177610752882288,TRUE
"GRWD1",900.701038519181,-0.485546165025797,0.212262172183337,0.00290909178442823,0.0177610752882288,TRUE
"DPM3",204.269441742689,-0.712604294181922,0.370497502522848,0.00291810325556584,0.0178090125155856,TRUE
"PAPOLG",261.996919530018,0.460169979433309,0.196377763622007,0.00292025463927652,0.0178150615757215,TRUE
"FLYWCH2",282.363292512505,-0.546048746931226,0.255110385667783,0.00292681304512719,0.0178437435061482,TRUE
"E2F1",558.819890319618,-0.576734510367602,0.266322586876035,0.00292728035766769,0.0178437435061482,TRUE
"BAZ2B",542.929947497831,0.446886705376213,0.190481906759331,0.00294173887091397,0.0179247620487635,TRUE
"MLF2",3691.64844359219,-0.456917512275655,0.193610913996434,0.00295462650835529,0.017953419088166,TRUE
"C12orf57",876.884907500082,-0.824984546488912,0.194949201247413,0.00295173065018863,0.017953419088166,TRUE
"SLC51B",62.43536633598,-1.28778343096568,0.90560573119757,0.00295025602682325,0.017953419088166,TRUE
"ILKAP",373.164587145421,-0.408116580275813,0.164916585384073,0.00294836204029669,0.017953419088166,TRUE
